,States,Regions,latitude,longitude,Dates,Usage
1767,ALL INDIA TOTAL,,,,18/12/2019,3216.5
1768,Punjab,NR,31.51997398,75.98000281,19/12/2019,91.1
1769,Haryana,NR,28.45000633,77.01999101,19/12/2019,92.6
1770,Rajasthan,NR,26.44999921,74.63998124,19/12/2019,193.0
1771,Delhi,NR,28.6699929,77.23000403,19/12/2019,58.8
1772,NR UP,NR,27.59998069,78.05000565,19/12/2019,214.0
1773,Uttarakhand,NR,30.32040895,78.05000565,19/12/2019,30.0
1774,HP,NR,31.10002545,77.16659704,19/12/2019,24.3
1775,J&K,NR,33.45,76.24,19/12/2019,41.4
1776,Chandigarh,NR,30.71999697,76.78000565,19/12/2019,3.3
1777,Chhattisgarh,WR,22.09042035,82.15998734,19/12/2019,81.3
1778,Gujarat,WR,22.2587,71.1924,19/12/2019,323.3
1779,MP,WR,21.30039105,76.13001949,19/12/2019,202.6
1780,Maharashtra,WR,19.25023195,73.16017493,19/12/2019,482.4
1781,Goa,WR,15.491997,73.81800065,19/12/2019,10.4
1782,DNH,WR,20.26657819,73.0166178,19/12/2019,17.9
1783,Andhra Pradesh,SR,14.7504291,78.57002559,19/12/2019,197.4
1784,Telangana,SR,18.1124,79.0193,19/12/2019,235.4
1785,Karnataka,SR,12.57038129,76.91999711,19/12/2019,257.9
1786,Kerala,SR,8.900372741,76.56999263,19/12/2019,82.9
1787,Tamil Nadu,SR,12.92038576,79.15004187,19/12/2019,340.6
1788,Pondy,SR,11.93499371,79.83000037,19/12/2019,8.4
1789,Bihar,ER,25.78541445,87.4799727,19/12/2019,69.3
1790,Jharkhand,ER,23.80039349,86.41998572,19/12/2019,22.2
1791,Odisha,ER,19.82042971,85.90001746,19/12/2019,75.8
1792,West Bengal,ER,22.58039044,88.32994665,19/12/2019,123.8
1793,Sikkim,ER,27.3333303,88.6166475,19/12/2019,1.4
1794,Arunachal Pradesh,NER,27.10039878,93.61660071,19/12/2019,2.0
1795,Assam,NER,26.7499809,94.21666744,19/12/2019,23.3
1796,Manipur,NER,24.79997072,93.95001705,19/12/2019,2.6
1797,NER Meghalaya,NER,25.57049217,91.8800142,19/12/2019,5.4
1798,Mizoram,NER,23.71039899,92.72001461,19/12/2019,1.7
1799,Nagaland,NER,25.6669979,94.11657019,19/12/2019,2.1
1800,Tripura,NER,23.83540428,91.27999914,19/12/2019,3.8
1801,ALL INDIA TOTAL,,,,19/12/2019,3391.2
1802,Punjab,NR,31.51997398,75.98000281,20/12/2019,92.5
1803,Haryana,NR,28.45000633,77.01999101,20/12/2019,100.7
1804,Rajasthan,NR,26.44999921,74.63998124,20/12/2019,206.4
1805,Delhi,NR,28.6699929,77.23000403,20/12/2019,61.1
1806,NR UP,NR,27.59998069,78.05000565,20/12/2019,207.0
1807,Uttarakhand,NR,30.32040895,78.05000565,20/12/2019,33.2
1808,HP,NR,31.10002545,77.16659704,20/12/2019,23.8
1809,J&K,NR,33.45,76.24,20/12/2019,44.4
1810,Chandigarh,NR,30.71999697,76.78000565,20/12/2019,3.3
1811,Chhattisgarh,WR,22.09042035,82.15998734,20/12/2019,77.5
1812,Gujarat,WR,22.2587,71.1924,20/12/2019,331.2
1813,MP,WR,21.30039105,76.13001949,20/12/2019,203.6
1814,Maharashtra,WR,19.25023195,73.16017493,20/12/2019,482.7
1815,Goa,WR,15.491997,73.81800065,20/12/2019,10.3
1816,DNH,WR,20.26657819,73.0166178,20/12/2019,18.6
1817,Andhra Pradesh,SR,14.7504291,78.57002559,20/12/2019,200.0
1818,Telangana,SR,18.1124,79.0193,20/12/2019,233.4
1819,Karnataka,SR,12.57038129,76.91999711,20/12/2019,259.2
1820,Kerala,SR,8.900372741,76.56999263,20/12/2019,82.5
1821,Tamil Nadu,SR,12.92038576,79.15004187,20/12/2019,341.5
1822,Pondy,SR,11.93499371,79.83000037,20/12/2019,8.3
1823,Bihar,ER,25.78541445,87.4799727,20/12/2019,66.9
1824,Jharkhand,ER,23.80039349,86.41998572,20/12/2019,23.3
1825,Odisha,ER,19.82042971,85.90001746,20/12/2019,76.4
1826,West Bengal,ER,22.58039044,88.32994665,20/12/2019,132.2
1827,Sikkim,ER,27.3333303,88.6166475,20/12/2019,1.4
1828,Arunachal Pradesh,NER,27.10039878,93.61660071,20/12/2019,2.1
1829,Assam,NER,26.7499809,94.21666744,20/12/2019,23.6
1830,Manipur,NER,24.79997072,93.95001705,20/12/2019,2.7
1831,NER Meghalaya,NER,25.57049217,91.8800142,20/12/2019,5.4
1832,Mizoram,NER,23.71039899,92.72001461,20/12/2019,1.7
1833,Nagaland,NER,25.6669979,94.11657019,20/12/2019,2.2
1834,Tripura,NER,23.83540428,91.27999914,20/12/2019,4.0
1835,ALL INDIA TOTAL,,,,20/12/2019,3434.3
1836,Punjab,NR,31.51997398,75.98000281,21/12/2019,96.0
1837,Haryana,NR,28.45000633,77.01999101,21/12/2019,103.4
1838,Rajasthan,NR,26.44999921,74.63998124,21/12/2019,209.3
1839,Delhi,NR,28.6699929,77.23000403,21/12/2019,58.3
1840,NR UP,NR,27.59998069,78.05000565,21/12/2019,213.3
1841,Uttarakhand,NR,30.32040895,78.05000565,21/12/2019,32.8
1842,HP,NR,31.10002545,77.16659704,21/12/2019,25.5
1843,J&K,NR,33.45,76.24,21/12/2019,48.8
1844,Chandigarh,NR,30.71999697,76.78000565,21/12/2019,3.4
1845,Chhattisgarh,WR,22.09042035,82.15998734,21/12/2019,77.6
1846,Gujarat,WR,22.2587,71.1924,21/12/2019,333.1
1847,MP,WR,21.30039105,76.13001949,21/12/2019,199.1
1848,Maharashtra,WR,19.25023195,73.16017493,21/12/2019,476.3
1849,Goa,WR,15.491997,73.81800065,21/12/2019,9.9
1850,DNH,WR,20.26657819,73.0166178,21/12/2019,18.6
1851,Andhra Pradesh,SR,14.7504291,78.57002559,21/12/2019,198.5
1852,Telangana,SR,18.1124,79.0193,21/12/2019,235.9
1853,Karnataka,SR,12.57038129,76.91999711,21/12/2019,253.5
1854,Kerala,SR,8.900372741,76.56999263,21/12/2019,81.6
1855,Tamil Nadu,SR,12.92038576,79.15004187,21/12/2019,339.2
1856,Pondy,SR,11.93499371,79.83000037,21/12/2019,8.2
1857,Bihar,ER,25.78541445,87.4799727,21/12/2019,52.5
1858,Jharkhand,ER,23.80039349,86.41998572,21/12/2019,18.1
1859,Odisha,ER,19.82042971,85.90001746,21/12/2019,78.1
1860,West Bengal,ER,22.58039044,88.32994665,21/12/2019,129.0
1861,Sikkim,ER,27.3333303,88.6166475,21/12/2019,1.4
1862,Arunachal Pradesh,NER,27.10039878,93.61660071,21/12/2019,2.2
1863,Assam,NER,26.7499809,94.21666744,21/12/2019,22.8
1864,Manipur,NER,24.79997072,93.95001705,21/12/2019,2.7
1865,NER Meghalaya,NER,25.57049217,91.8800142,21/12/2019,5.3
1866,Mizoram,NER,23.71039899,92.72001461,21/12/2019,1.7
1867,Nagaland,NER,25.6669979,94.11657019,21/12/2019,2.2
1868,Tripura,NER,23.83540428,91.27999914,21/12/2019,3.9
1869,ALL INDIA TOTAL,,,,21/12/2019,3413.1
1870,Punjab,NR,31.51997398,75.98000281,22/12/2019,89.2
1871,Haryana,NR,28.45000633,77.01999101,22/12/2019,95.8
1872,Rajasthan,NR,26.44999921,74.63998124,22/12/2019,205.8
1873,Delhi,NR,28.6699929,77.23000403,22/12/2019,54.9
1874,NR UP,NR,27.59998069,78.05000565,22/12/2019,214.4
1875,Uttarakhand,NR,30.32040895,78.05000565,22/12/2019,31.3
1876,HP,NR,31.10002545,77.16659704,22/12/2019,22.7
1877,J&K,NR,33.45,76.24,22/12/2019,46.2
1878,Chandigarh,NR,30.71999697,76.78000565,22/12/2019,3.0
1879,Chhattisgarh,WR,22.09042035,82.15998734,22/12/2019,80.5
1880,Gujarat,WR,22.2587,71.1924,22/12/2019,321.0
1881,MP,WR,21.30039105,76.13001949,22/12/2019,200.1
1882,Maharashtra,WR,19.25023195,73.16017493,22/12/2019,466.7
1883,Goa,WR,15.491997,73.81800065,22/12/2019,9.6
1884,DNH,WR,20.26657819,73.0166178,22/12/2019,18.4
1885,Andhra Pradesh,SR,14.7504291,78.57002559,22/12/2019,196.1
1886,Telangana,SR,18.1124,79.0193,22/12/2019,234.4
1887,Karnataka,SR,12.57038129,76.91999711,22/12/2019,239.0
1888,Kerala,SR,8.900372741,76.56999263,22/12/2019,75.6
1889,Tamil Nadu,SR,12.92038576,79.15004187,22/12/2019,311.7
1890,Pondy,SR,11.93499371,79.83000037,22/12/2019,7.6
1891,Bihar,ER,25.78541445,87.4799727,22/12/2019,66.8
1892,Jharkhand,ER,23.80039349,86.41998572,22/12/2019,21.0
1893,Odisha,ER,19.82042971,85.90001746,22/12/2019,75.4
1894,West Bengal,ER,22.58039044,88.32994665,22/12/2019,113.1
1895,Sikkim,ER,27.3333303,88.6166475,22/12/2019,1.2
1896,Arunachal Pradesh,NER,27.10039878,93.61660071,22/12/2019,2.2
1897,Assam,NER,26.7499809,94.21666744,22/12/2019,22.3
1898,Manipur,NER,24.79997072,93.95001705,22/12/2019,2.4
1899,NER Meghalaya,NER,25.57049217,91.8800142,22/12/2019,5.8
1900,Mizoram,NER,23.71039899,92.72001461,22/12/2019,1.7
1901,Nagaland,NER,25.6669979,94.11657019,22/12/2019,2.1
1902,Tripura,NER,23.83540428,91.27999914,22/12/2019,3.9
1903,ALL INDIA TOTAL,,,,22/12/2019,3316.1
1904,Punjab,NR,31.51997398,75.98000281,23/12/2019,108.2
1905,Haryana,NR,28.45000633,77.01999101,23/12/2019,125.7
1906,Rajasthan,NR,26.44999921,74.63998124,23/12/2019,240.7
1907,Delhi,NR,28.6699929,77.23000403,23/12/2019,73.8
1908,NR UP,NR,27.59998069,78.05000565,23/12/2019,294.0
1909,Uttarakhand,NR,30.32040895,78.05000565,23/12/2019,40.4
1910,HP,NR,31.10002545,77.16659704,23/12/2019,30.8
1911,J&K,NR,33.45,76.24,23/12/2019,52.0
1912,Chandigarh,NR,30.71999697,76.78000565,23/12/2019,4.6
1913,Chhattisgarh,WR,22.09042035,82.15998734,23/12/2019,75.2
1914,Gujarat,WR,22.2587,71.1924,23/12/2019,318.9
1915,MP,WR,21.30039105,76.13001949,23/12/2019,238.3
1916,Maharashtra,WR,19.25023195,73.16017493,23/12/2019,422.9
1917,Goa,WR,15.491997,73.81800065,23/12/2019,12.7
1918,DNH,WR,20.26657819,73.0166178,23/12/2019,18.6
1919,Andhra Pradesh,SR,14.7504291,78.57002559,23/12/2019,161.9
1920,Telangana,SR,18.1124,79.0193,23/12/2019,201.0
1921,Karnataka,SR,12.57038129,76.91999711,23/12/2019,213.2
1922,Kerala,SR,8.900372741,76.56999263,23/12/2019,73.7
1923,Tamil Nadu,SR,12.92038576,79.15004187,23/12/2019,290.7
1924,Pondy,SR,11.93499371,79.83000037,23/12/2019,7.2
1925,Bihar,ER,25.78541445,87.4799727,23/12/2019,80.1
1926,Jharkhand,ER,23.80039349,86.41998572,23/12/2019,24.6
1927,Odisha,ER,19.82042971,85.90001746,23/12/2019,64.2
1928,West Bengal,ER,22.58039044,88.32994665,23/12/2019,106.4
1929,Sikkim,ER,27.3333303,88.6166475,23/12/2019,2.0
1930,Arunachal Pradesh,NER,27.10039878,93.61660071,23/12/2019,2.1
1931,Assam,NER,26.7499809,94.21666744,23/12/2019,22.6
1932,Manipur,NER,24.79997072,93.95001705,23/12/2019,2.6
1933,NER Meghalaya,NER,25.57049217,91.8800142,23/12/2019,6.3
1934,Mizoram,NER,23.71039899,92.72001461,23/12/2019,1.8
1935,Nagaland,NER,25.6669979,94.11657019,23/12/2019,2.2
1936,Tripura,NER,23.83540428,91.27999914,23/12/2019,3.3
1937,ALL INDIA TOTAL,,,,23/12/2019,3397.2
1938,Punjab,NR,31.51997398,75.98000281,24/12/2019,112.0
1939,Haryana,NR,28.45000633,77.01999101,24/12/2019,124.7
1940,Rajasthan,NR,26.44999921,74.63998124,24/12/2019,242.6
1941,Delhi,NR,28.6699929,77.23000403,24/12/2019,74.5
1942,NR UP,NR,27.59998069,78.05000565,24/12/2019,292.3
1943,Uttarakhand,NR,30.32040895,78.05000565,24/12/2019,40.3
1944,HP,NR,31.10002545,77.16659704,24/12/2019,31.3
1945,J&K,NR,33.45,76.24,24/12/2019,49.9
1946,Chandigarh,NR,30.71999697,76.78000565,24/12/2019,4.7
1947,Chhattisgarh,WR,22.09042035,82.15998734,24/12/2019,75.8
1948,Gujarat,WR,22.2587,71.1924,24/12/2019,324.5
1949,MP,WR,21.30039105,76.13001949,24/12/2019,242.4
1950,Maharashtra,WR,19.25023195,73.16017493,24/12/2019,437.2
1951,Goa,WR,15.491997,73.81800065,24/12/2019,11.0
1952,DNH,WR,20.26657819,73.0166178,24/12/2019,18.9
1953,Andhra Pradesh,SR,14.7504291,78.57002559,24/12/2019,161.3
1954,Telangana,SR,18.1124,79.0193,24/12/2019,209.3
1955,Karnataka,SR,12.57038129,76.91999711,24/12/2019,215.4
1956,Kerala,SR,8.900372741,76.56999263,24/12/2019,74.4
1957,Tamil Nadu,SR,12.92038576,79.15004187,24/12/2019,291.7
1958,Pondy,SR,11.93499371,79.83000037,24/12/2019,7.4
1959,Bihar,ER,25.78541445,87.4799727,24/12/2019,79.7
1960,Jharkhand,ER,23.80039349,86.41998572,24/12/2019,24.2
1961,Odisha,ER,19.82042971,85.90001746,24/12/2019,66.0
1962,West Bengal,ER,22.58039044,88.32994665,24/12/2019,109.1
1963,Sikkim,ER,27.3333303,88.6166475,24/12/2019,2.1
1964,Arunachal Pradesh,NER,27.10039878,93.61660071,24/12/2019,2.2
1965,Assam,NER,26.7499809,94.21666744,24/12/2019,22.4
1966,Manipur,NER,24.79997072,93.95001705,24/12/2019,2.6
1967,NER Meghalaya,NER,25.57049217,91.8800142,24/12/2019,6.4
1968,Mizoram,NER,23.71039899,92.72001461,24/12/2019,1.7
1969,Nagaland,NER,25.6669979,94.11657019,24/12/2019,2.2
1970,Tripura,NER,23.83540428,91.27999914,24/12/2019,3.5
1971,ALL INDIA TOTAL,,,,24/12/2019,3441.8
1972,Punjab,NR,31.51997398,75.98000281,25/12/2019,112.6
1973,Haryana,NR,28.45000633,77.01999101,25/12/2019,120.2
1974,Rajasthan,NR,26.44999921,74.63998124,25/12/2019,239.0
1975,Delhi,NR,28.6699929,77.23000403,25/12/2019,74.7
1976,NR UP,NR,27.59998069,78.05000565,25/12/2019,269.2
1977,Uttarakhand,NR,30.32040895,78.05000565,25/12/2019,40.1
1978,HP,NR,31.10002545,77.16659704,25/12/2019,27.9
1979,J&K,NR,33.45,76.24,25/12/2019,51.9
1980,Chandigarh,NR,30.71999697,76.78000565,25/12/2019,4.7
1981,Chhattisgarh,WR,22.09042035,82.15998734,25/12/2019,74.2
1982,Gujarat,WR,22.2587,71.1924,25/12/2019,320.9
1983,MP,WR,21.30039105,76.13001949,25/12/2019,227.7
1984,Maharashtra,WR,19.25023195,73.16017493,25/12/2019,436.9
1985,Goa,WR,15.491997,73.81800065,25/12/2019,10.4
1986,DNH,WR,20.26657819,73.0166178,25/12/2019,18.9
1987,Andhra Pradesh,SR,14.7504291,78.57002559,25/12/2019,166.8
1988,Telangana,SR,18.1124,79.0193,25/12/2019,209.4
1989,Karnataka,SR,12.57038129,76.91999711,25/12/2019,216.7
1990,Kerala,SR,8.900372741,76.56999263,25/12/2019,66.7
1991,Tamil Nadu,SR,12.92038576,79.15004187,25/12/2019,298.3
1992,Pondy,SR,11.93499371,79.83000037,25/12/2019,6.9
1993,Bihar,ER,25.78541445,87.4799727,25/12/2019,79.5
1994,Jharkhand,ER,23.80039349,86.41998572,25/12/2019,25.6
1995,Odisha,ER,19.82042971,85.90001746,25/12/2019,64.6
1996,West Bengal,ER,22.58039044,88.32994665,25/12/2019,106.8
1997,Sikkim,ER,27.3333303,88.6166475,25/12/2019,2.1
1998,Arunachal Pradesh,NER,27.10039878,93.61660071,25/12/2019,2.1
1999,Assam,NER,26.7499809,94.21666744,25/12/2019,22.0
2000,Manipur,NER,24.79997072,93.95001705,25/12/2019,2.6
2001,NER Meghalaya,NER,25.57049217,91.8800142,25/12/2019,6.5
2002,Mizoram,NER,23.71039899,92.72001461,25/12/2019,1.8
2003,Nagaland,NER,25.6669979,94.11657019,25/12/2019,2.2
2004,Tripura,NER,23.83540428,91.27999914,25/12/2019,3.9
2005,ALL INDIA TOTAL,,,,25/12/2019,3390.5
2006,Punjab,NR,31.51997398,75.98000281,26/12/2019,113.5
2007,Haryana,NR,28.45000633,77.01999101,26/12/2019,126.5
2008,Rajasthan,NR,26.44999921,74.63998124,26/12/2019,231.5
2009,Delhi,NR,28.6699929,77.23000403,26/12/2019,77.5
2010,NR UP,NR,27.59998069,78.05000565,26/12/2019,276.6
2011,Uttarakhand,NR,30.32040895,78.05000565,26/12/2019,38.0
2012,HP,NR,31.10002545,77.16659704,26/12/2019,28.8
2013,J&K,NR,33.45,76.24,26/12/2019,53.8
2014,Chandigarh,NR,30.71999697,76.78000565,26/12/2019,4.7
2015,Chhattisgarh,WR,22.09042035,82.15998734,26/12/2019,69.7
2016,Gujarat,WR,22.2587,71.1924,26/12/2019,317.8
2017,MP,WR,21.30039105,76.13001949,26/12/2019,231.1
2018,Maharashtra,WR,19.25023195,73.16017493,26/12/2019,428.4
2019,Goa,WR,15.491997,73.81800065,26/12/2019,13.5
2020,DNH,WR,20.26657819,73.0166178,26/12/2019,19.0
2021,Andhra Pradesh,SR,14.7504291,78.57002559,26/12/2019,168.6
2022,Telangana,SR,18.1124,79.0193,26/12/2019,212.1
2023,Karnataka,SR,12.57038129,76.91999711,26/12/2019,225.6
2024,Kerala,SR,8.900372741,76.56999263,26/12/2019,73.0
2025,Tamil Nadu,SR,12.92038576,79.15004187,26/12/2019,298.3
2026,Pondy,SR,11.93499371,79.83000037,26/12/2019,6.4
2027,Bihar,ER,25.78541445,87.4799727,26/12/2019,70.5
2028,Jharkhand,ER,23.80039349,86.41998572,26/12/2019,23.9
2029,Odisha,ER,19.82042971,85.90001746,26/12/2019,65.2
2030,West Bengal,ER,22.58039044,88.32994665,26/12/2019,109.6
2031,Sikkim,ER,27.3333303,88.6166475,26/12/2019,2.0
2032,Arunachal Pradesh,NER,27.10039878,93.61660071,26/12/2019,2.2
2033,Assam,NER,26.7499809,94.21666744,26/12/2019,23.0
2034,Manipur,NER,24.79997072,93.95001705,26/12/2019,2.7
2035,NER Meghalaya,NER,25.57049217,91.8800142,26/12/2019,6.4
2036,Mizoram,NER,23.71039899,92.72001461,26/12/2019,1.8
2037,Nagaland,NER,25.6669979,94.11657019,26/12/2019,2.3
2038,Tripura,NER,23.83540428,91.27999914,26/12/2019,3.4
2039,ALL INDIA TOTAL,,,,26/12/2019,3403.0
2040,Punjab,NR,31.51997398,75.98000281,27/12/2019,113.0
2041,Haryana,NR,28.45000633,77.01999101,27/12/2019,129.7
2042,Rajasthan,NR,26.44999921,74.63998124,27/12/2019,243.4
2043,Delhi,NR,28.6699929,77.23000403,27/12/2019,79.7
2044,NR UP,NR,27.59998069,78.05000565,27/12/2019,295.1
2045,Uttarakhand,NR,30.32040895,78.05000565,27/12/2019,40.1
2046,HP,NR,31.10002545,77.16659704,27/12/2019,30.2
2047,J&K,NR,33.45,76.24,27/12/2019,53.2
2048,Chandigarh,NR,30.71999697,76.78000565,27/12/2019,4.6
2049,Chhattisgarh,WR,22.09042035,82.15998734,27/12/2019,67.7
2050,Gujarat,WR,22.2587,71.1924,27/12/2019,313.9
2051,MP,WR,21.30039105,76.13001949,27/12/2019,236.6
2052,Maharashtra,WR,19.25023195,73.16017493,27/12/2019,427.0
2053,Goa,WR,15.491997,73.81800065,27/12/2019,13.4
2054,DNH,WR,20.26657819,73.0166178,27/12/2019,17.6
2055,Andhra Pradesh,SR,14.7504291,78.57002559,27/12/2019,171.5
2056,Telangana,SR,18.1124,79.0193,27/12/2019,210.3
2057,Karnataka,SR,12.57038129,76.91999711,27/12/2019,226.8
2058,Kerala,SR,8.900372741,76.56999263,27/12/2019,73.4
2059,Tamil Nadu,SR,12.92038576,79.15004187,27/12/2019,298.5
2060,Pondy,SR,11.93499371,79.83000037,27/12/2019,7.3
2061,Bihar,ER,25.78541445,87.4799727,27/12/2019,80.2
2062,Jharkhand,ER,23.80039349,86.41998572,27/12/2019,24.4
2063,Odisha,ER,19.82042971,85.90001746,27/12/2019,65.4
2064,West Bengal,ER,22.58039044,88.32994665,27/12/2019,110.9
2065,Sikkim,ER,27.3333303,88.6166475,27/12/2019,2.0
2066,Arunachal Pradesh,NER,27.10039878,93.61660071,27/12/2019,2.2
2067,Assam,NER,26.7499809,94.21666744,27/12/2019,22.4
2068,Manipur,NER,24.79997072,93.95001705,27/12/2019,2.7
2069,NER Meghalaya,NER,25.57049217,91.8800142,27/12/2019,6.5
2070,Mizoram,NER,23.71039899,92.72001461,27/12/2019,1.6
2071,Nagaland,NER,25.6669979,94.11657019,27/12/2019,2.2
2072,Tripura,NER,23.83540428,91.27999914,27/12/2019,4.1
2073,ALL INDIA TOTAL,,,,27/12/2019,3454.6
2074,Punjab,NR,31.51997398,75.98000281,28/12/2019,111.8
2075,Haryana,NR,28.45000633,77.01999101,28/12/2019,128.5
2076,Rajasthan,NR,26.44999921,74.63998124,28/12/2019,237.6
2077,Delhi,NR,28.6699929,77.23000403,28/12/2019,72.7
2078,NR UP,NR,27.59998069,78.05000565,28/12/2019,288.3
2079,Uttarakhand,NR,30.32040895,78.05000565,28/12/2019,40.7
2080,HP,NR,31.10002545,77.16659704,28/12/2019,30.3
2081,J&K,NR,33.45,76.24,28/12/2019,52.5
2082,Chandigarh,NR,30.71999697,76.78000565,28/12/2019,4.4
2083,Chhattisgarh,WR,22.09042035,82.15998734,28/12/2019,72.9
2084,Gujarat,WR,22.2587,71.1924,28/12/2019,327.6
2085,MP,WR,21.30039105,76.13001949,28/12/2019,239.8
2086,Maharashtra,WR,19.25023195,73.16017493,28/12/2019,434.1
2087,Goa,WR,15.491997,73.81800065,28/12/2019,13.6
2088,DNH,WR,20.26657819,73.0166178,28/12/2019,18.6
2089,Andhra Pradesh,SR,14.7504291,78.57002559,28/12/2019,171.3
2090,Telangana,SR,18.1124,79.0193,28/12/2019,212.3
2091,Karnataka,SR,12.57038129,76.91999711,28/12/2019,222.3
2092,Kerala,SR,8.900372741,76.56999263,28/12/2019,70.9
2093,Tamil Nadu,SR,12.92038576,79.15004187,28/12/2019,298.1
2094,Pondy,SR,11.93499371,79.83000037,28/12/2019,7.2
2095,Bihar,ER,25.78541445,87.4799727,28/12/2019,79.9
2096,Jharkhand,ER,23.80039349,86.41998572,28/12/2019,24.6
2097,Odisha,ER,19.82042971,85.90001746,28/12/2019,65.2
2098,West Bengal,ER,22.58039044,88.32994665,28/12/2019,110.0
2099,Sikkim,ER,27.3333303,88.6166475,28/12/2019,2.0
2100,Arunachal Pradesh,NER,27.10039878,93.61660071,28/12/2019,2.4
2101,Assam,NER,26.7499809,94.21666744,28/12/2019,23.1
2102,Manipur,NER,24.79997072,93.95001705,28/12/2019,2.7
2103,NER Meghalaya,NER,25.57049217,91.8800142,28/12/2019,6.3
2104,Mizoram,NER,23.71039899,92.72001461,28/12/2019,1.6
2105,Nagaland,NER,25.6669979,94.11657019,28/12/2019,2.4
2106,Tripura,NER,23.83540428,91.27999914,28/12/2019,3.6
2107,ALL INDIA TOTAL,,,,28/12/2019,3456.8
2108,Punjab,NR,31.51997398,75.98000281,29/12/2019,103.6
2109,Haryana,NR,28.45000633,77.01999101,29/12/2019,114.1
2110,Rajasthan,NR,26.44999921,74.63998124,29/12/2019,240.4
2111,Delhi,NR,28.6699929,77.23000403,29/12/2019,69.3
2112,NR UP,NR,27.59998069,78.05000565,29/12/2019,288.0
2113,Uttarakhand,NR,30.32040895,78.05000565,29/12/2019,37.2
2114,HP,NR,31.10002545,77.16659704,29/12/2019,28.4
2115,J&K,NR,33.45,76.24,29/12/2019,47.6
2116,Chandigarh,NR,30.71999697,76.78000565,29/12/2019,4.0
2117,Chhattisgarh,WR,22.09042035,82.15998734,29/12/2019,74.7
2118,Gujarat,WR,22.2587,71.1924,29/12/2019,326.9
2119,MP,WR,21.30039105,76.13001949,29/12/2019,243.1
2120,Maharashtra,WR,19.25023195,73.16017493,29/12/2019,425.1
2121,Goa,WR,15.491997,73.81800065,29/12/2019,12.2
2122,DNH,WR,20.26657819,73.0166178,29/12/2019,18.8
2123,Andhra Pradesh,SR,14.7504291,78.57002559,29/12/2019,170.8
2124,Telangana,SR,18.1124,79.0193,29/12/2019,210.1
2125,Karnataka,SR,12.57038129,76.91999711,29/12/2019,207.3
2126,Kerala,SR,8.900372741,76.56999263,29/12/2019,63.2
2127,Tamil Nadu,SR,12.92038576,79.15004187,29/12/2019,279.3
2128,Pondy,SR,11.93499371,79.83000037,29/12/2019,6.7
2129,Bihar,ER,25.78541445,87.4799727,29/12/2019,82.1
2130,Jharkhand,ER,23.80039349,86.41998572,29/12/2019,24.0
2131,Odisha,ER,19.82042971,85.90001746,29/12/2019,65.0
2132,West Bengal,ER,22.58039044,88.32994665,29/12/2019,103.3
2133,Sikkim,ER,27.3333303,88.6166475,29/12/2019,1.7
2134,Arunachal Pradesh,NER,27.10039878,93.61660071,29/12/2019,2.3
2135,Assam,NER,26.7499809,94.21666744,29/12/2019,21.6
2136,Manipur,NER,24.79997072,93.95001705,29/12/2019,2.6
2137,NER Meghalaya,NER,25.57049217,91.8800142,29/12/2019,6.4
2138,Mizoram,NER,23.71039899,92.72001461,29/12/2019,1.5
2139,Nagaland,NER,25.6669979,94.11657019,29/12/2019,2.3
2140,Tripura,NER,23.83540428,91.27999914,29/12/2019,3.5
2141,ALL INDIA TOTAL,,,,29/12/2019,3364.3
2142,Punjab,NR,31.51997398,75.98000281,30/12/2019,73.9
2143,Haryana,NR,28.45000633,77.01999101,30/12/2019,74.2
2144,Rajasthan,NR,26.44999921,74.63998124,30/12/2019,146.2
2145,Delhi,NR,28.6699929,77.23000403,30/12/2019,44.3
2146,NR UP,NR,27.59998069,78.05000565,30/12/2019,236.8
2147,Uttarakhand,NR,30.32040895,78.05000565,30/12/2019,18.4
2148,HP,NR,31.10002545,77.16659704,30/12/2019,11.9
2149,J&K,NR,33.45,76.24,30/12/2019,40.7
2150,Chandigarh,NR,30.71999697,76.78000565,30/12/2019,2.2
2151,Chhattisgarh,WR,22.09042035,82.15998734,30/12/2019,70.5
2152,Gujarat,WR,22.2587,71.1924,30/12/2019,231.4
2153,MP,WR,21.30039105,76.13001949,30/12/2019,164.4
2154,Maharashtra,WR,19.25023195,73.16017493,30/12/2019,376.6
2155,Goa,WR,15.491997,73.81800065,30/12/2019,6.8
2156,DNH,WR,20.26657819,73.0166178,30/12/2019,1.8
2157,Andhra Pradesh,SR,14.7504291,78.57002559,30/12/2019,162.0
2158,Telangana,SR,18.1124,79.0193,30/12/2019,188.2
2159,Karnataka,SR,12.57038129,76.91999711,30/12/2019,214.5
2160,Kerala,SR,8.900372741,76.56999263,30/12/2019,65.5
2161,Tamil Nadu,SR,12.92038576,79.15004187,30/12/2019,245.5
2162,Pondy,SR,11.93499371,79.83000037,30/12/2019,4.4
2163,Bihar,ER,25.78541445,87.4799727,30/12/2019,74.6
2164,Jharkhand,ER,23.80039349,86.41998572,30/12/2019,22.7
2165,Odisha,ER,19.82042971,85.90001746,30/12/2019,69.1
2166,West Bengal,ER,22.58039044,88.32994665,30/12/2019,140.1
2167,Sikkim,ER,27.3333303,88.6166475,30/12/2019,1.0
2168,Arunachal Pradesh,NER,27.10039878,93.61660071,30/12/2019,1.5
2169,Assam,NER,26.7499809,94.21666744,30/12/2019,19.1
2170,Manipur,NER,24.79997072,93.95001705,30/12/2019,2.3
