sr_no,States,Regions,latitude,longitude,Dates,Usage,Date
2984,Arunachal Pradesh,NER,27.10039878,93.61660071,23/01/2020,2.3,1/23/20
2985,Assam,NER,26.7499809,94.21666744,23/01/2020,22.8,1/23/20
2986,Manipur,NER,24.79997072,93.95001705,23/01/2020,2.7,1/23/20
2987,NER Meghalaya,NER,25.57049217,91.8800142,23/01/2020,6.9,1/23/20
2988,Mizoram,NER,23.71039899,92.72001461,23/01/2020,1.6,1/23/20
2989,Nagaland,NER,25.6669979,94.11657019,23/01/2020,2.3,1/23/20
2990,Tripura,NER,23.83540428,91.27999914,23/01/2020,3.6,1/23/20
2991,ALL INDIA TOTAL,,,,23/01/2020,3631.8,1/23/20
2992,Punjab,NR,31.51997398,75.98000281,24/01/2020,126,1/24/20
2993,Haryana,NR,28.45000633,77.01999101,24/01/2020,133,1/24/20
2994,Rajasthan,NR,26.44999921,74.63998124,24/01/2020,249.7,1/24/20
2995,Delhi,NR,28.6699929,77.23000403,24/01/2020,73.4,1/24/20
2996,NR UP,NR,27.59998069,78.05000565,24/01/2020,295.5,1/24/20
2997,Uttarakhand,NR,30.32040895,78.05000565,24/01/2020,40.1,1/24/20
2998,HP,NR,31.10002545,77.16659704,24/01/2020,31.1,1/24/20
2999,J&K,NR,33.45,76.24,24/01/2020,51.1,1/24/20
3000,Chandigarh,NR,30.71999697,76.78000565,24/01/2020,4.2,1/24/20
3001,Chhattisgarh,WR,22.09042035,82.15998734,24/01/2020,71.8,1/24/20
3002,Gujarat,WR,22.2587,71.1924,24/01/2020,337.3,1/24/20
3003,MP,WR,21.30039105,76.13001949,24/01/2020,267.7,1/24/20
3004,Maharashtra,WR,19.25023195,73.16017493,24/01/2020,452.7,1/24/20
3005,Goa,WR,15.491997,73.81800065,24/01/2020,9.6,1/24/20
3006,DNH,WR,20.26657819,73.0166178,24/01/2020,17.9,1/24/20
3007,Andhra Pradesh,SR,14.7504291,78.57002559,24/01/2020,188.1,1/24/20
3008,Telangana,SR,18.1124,79.0193,24/01/2020,226.7,1/24/20
3009,Karnataka,SR,12.57038129,76.91999711,24/01/2020,238.3,1/24/20
3010,Kerala,SR,8.900372741,76.56999263,24/01/2020,75.4,1/24/20
3011,Tamil Nadu,SR,12.92038576,79.15004187,24/01/2020,314.7,1/24/20
3012,Pondy,SR,11.93499371,79.83000037,24/01/2020,7.5,1/24/20
3013,Bihar,ER,25.78541445,87.4799727,24/01/2020,79.6,1/24/20
3014,Jharkhand,ER,23.80039349,86.41998572,24/01/2020,25.7,1/24/20
3015,Odisha,ER,19.82042971,85.90001746,24/01/2020,72,1/24/20
3016,West Bengal,ER,22.58039044,88.32994665,24/01/2020,121.4,1/24/20
3017,Sikkim,ER,27.3333303,88.6166475,24/01/2020,2.1,1/24/20
3018,Arunachal Pradesh,NER,27.10039878,93.61660071,24/01/2020,2.2,1/24/20
3019,Assam,NER,26.7499809,94.21666744,24/01/2020,23.9,1/24/20
3020,Manipur,NER,24.79997072,93.95001705,24/01/2020,2.3,1/24/20
3021,NER Meghalaya,NER,25.57049217,91.8800142,24/01/2020,6.7,1/24/20
3022,Mizoram,NER,23.71039899,92.72001461,24/01/2020,1.6,1/24/20
3023,Nagaland,NER,25.6669979,94.11657019,24/01/2020,2.1,1/24/20
3024,Tripura,NER,23.83540428,91.27999914,24/01/2020,3.7,1/24/20
3025,ALL INDIA TOTAL,,,,24/01/2020,3635.5,1/24/20
3026,Punjab,NR,31.51997398,75.98000281,25/01/2020,127.2,1/25/20
3027,Haryana,NR,28.45000633,77.01999101,25/01/2020,131.6,1/25/20
3028,Rajasthan,NR,26.44999921,74.63998124,25/01/2020,247.4,1/25/20
3029,Delhi,NR,28.6699929,77.23000403,25/01/2020,62,1/25/20
3030,NR UP,NR,27.59998069,78.05000565,25/01/2020,295.4,1/25/20
3031,Uttarakhand,NR,30.32040895,78.05000565,25/01/2020,39.2,1/25/20
3032,HP,NR,31.10002545,77.16659704,25/01/2020,30.3,1/25/20
3033,J&K,NR,33.45,76.24,25/01/2020,50.7,1/25/20
3034,Chandigarh,NR,30.71999697,76.78000565,25/01/2020,3.9,1/25/20
3035,Chhattisgarh,WR,22.09042035,82.15998734,25/01/2020,72.8,1/25/20
3036,Gujarat,WR,22.2587,71.1924,25/01/2020,333.9,1/25/20
3037,MP,WR,21.30039105,76.13001949,25/01/2020,266.9,1/25/20
3038,Maharashtra,WR,19.25023195,73.16017493,25/01/2020,449.6,1/25/20
3039,Goa,WR,15.491997,73.81800065,25/01/2020,9.6,1/25/20
3040,DNH,WR,20.26657819,73.0166178,25/01/2020,18,1/25/20
3041,Andhra Pradesh,SR,14.7504291,78.57002559,25/01/2020,187.4,1/25/20
3042,Telangana,SR,18.1124,79.0193,25/01/2020,220.6,1/25/20
3043,Karnataka,SR,12.57038129,76.91999711,25/01/2020,230.7,1/25/20
3044,Kerala,SR,8.900372741,76.56999263,25/01/2020,73.4,1/25/20
3045,Tamil Nadu,SR,12.92038576,79.15004187,25/01/2020,314.6,1/25/20
3046,Pondy,SR,11.93499371,79.83000037,25/01/2020,7.6,1/25/20
3047,Bihar,ER,25.78541445,87.4799727,25/01/2020,76.4,1/25/20
3048,Jharkhand,ER,23.80039349,86.41998572,25/01/2020,25.4,1/25/20
3049,Odisha,ER,19.82042971,85.90001746,25/01/2020,77,1/25/20
3050,West Bengal,ER,22.58039044,88.32994665,25/01/2020,120.2,1/25/20
3051,Sikkim,ER,27.3333303,88.6166475,25/01/2020,1.9,1/25/20
3052,Arunachal Pradesh,NER,27.10039878,93.61660071,25/01/2020,2,1/25/20
3053,Assam,NER,26.7499809,94.21666744,25/01/2020,23,1/25/20
3054,Manipur,NER,24.79997072,93.95001705,25/01/2020,2.4,1/25/20
3055,NER Meghalaya,NER,25.57049217,91.8800142,25/01/2020,6.7,1/25/20
3056,Mizoram,NER,23.71039899,92.72001461,25/01/2020,1.7,1/25/20
3057,Nagaland,NER,25.6669979,94.11657019,25/01/2020,2.2,1/25/20
3058,Tripura,NER,23.83540428,91.27999914,25/01/2020,3.4,1/25/20
3059,ALL INDIA TOTAL,,,,25/01/2020,3596.5,1/25/20
3060,Punjab,NR,31.51997398,75.98000281,26/01/2020,121.6,1/26/20
3061,Haryana,NR,28.45000633,77.01999101,26/01/2020,122.9,1/26/20
3062,Rajasthan,NR,26.44999921,74.63998124,26/01/2020,243.3,1/26/20
3063,Delhi,NR,28.6699929,77.23000403,26/01/2020,72.1,1/26/20
3064,NR UP,NR,27.59998069,78.05000565,26/01/2020,286.3,1/26/20
3065,Uttarakhand,NR,30.32040895,78.05000565,26/01/2020,35.6,1/26/20
3066,HP,NR,31.10002545,77.16659704,26/01/2020,27.5,1/26/20
3067,J&K,NR,33.45,76.24,26/01/2020,49.9,1/26/20
3068,Chandigarh,NR,30.71999697,76.78000565,26/01/2020,3.5,1/26/20
3069,Chhattisgarh,WR,22.09042035,82.15998734,26/01/2020,69.3,1/26/20
3070,Gujarat,WR,22.2587,71.1924,26/01/2020,318.9,1/26/20
3071,MP,WR,21.30039105,76.13001949,26/01/2020,261.6,1/26/20
3072,Maharashtra,WR,19.25023195,73.16017493,26/01/2020,428.1,1/26/20
3073,Goa,WR,15.491997,73.81800065,26/01/2020,8.3,1/26/20
3074,DNH,WR,20.26657819,73.0166178,26/01/2020,17.7,1/26/20
3075,Andhra Pradesh,SR,14.7504291,78.57002559,26/01/2020,180.5,1/26/20
3076,Telangana,SR,18.1124,79.0193,26/01/2020,192.9,1/26/20
3077,Karnataka,SR,12.57038129,76.91999711,26/01/2020,214.3,1/26/20
3078,Kerala,SR,8.900372741,76.56999263,26/01/2020,67,1/26/20
3079,Tamil Nadu,SR,12.92038576,79.15004187,26/01/2020,295.9,1/26/20
3080,Pondy,SR,11.93499371,79.83000037,26/01/2020,6.9,1/26/20
3081,Bihar,ER,25.78541445,87.4799727,26/01/2020,75.9,1/26/20
3082,Jharkhand,ER,23.80039349,86.41998572,26/01/2020,25.4,1/26/20
3083,Odisha,ER,19.82042971,85.90001746,26/01/2020,84.3,1/26/20
3084,West Bengal,ER,22.58039044,88.32994665,26/01/2020,111.2,1/26/20
3085,Sikkim,ER,27.3333303,88.6166475,26/01/2020,1,1/26/20
3086,Arunachal Pradesh,NER,27.10039878,93.61660071,26/01/2020,2.7,1/26/20
3087,Assam,NER,26.7499809,94.21666744,26/01/2020,20.9,1/26/20
3088,Manipur,NER,24.79997072,93.95001705,26/01/2020,2.1,1/26/20
3089,NER Meghalaya,NER,25.57049217,91.8800142,26/01/2020,6.4,1/26/20
3090,Mizoram,NER,23.71039899,92.72001461,26/01/2020,1.6,1/26/20
3091,Nagaland,NER,25.6669979,94.11657019,26/01/2020,2.2,1/26/20
3092,Tripura,NER,23.83540428,91.27999914,26/01/2020,3.4,1/26/20
3093,ALL INDIA TOTAL,,,,26/01/2020,3438.8,1/26/20
3094,Punjab,NR,31.51997398,75.98000281,27/01/2020,100.2,1/27/20
3095,Haryana,NR,28.45000633,77.01999101,27/01/2020,109.1,1/27/20
3096,Rajasthan,NR,26.44999921,74.63998124,27/01/2020,210.4,1/27/20
3097,Delhi,NR,28.6699929,77.23000403,27/01/2020,60.8,1/27/20
3098,NR UP,NR,27.59998069,78.05000565,27/01/2020,240.5,1/27/20
3099,Uttarakhand,NR,30.32040895,78.05000565,27/01/2020,33,1/27/20
3100,HP,NR,31.10002545,77.16659704,27/01/2020,28.3,1/27/20
3101,J&K,NR,33.45,76.24,27/01/2020,44.3,1/27/20
3102,Chandigarh,NR,30.71999697,76.78000565,27/01/2020,3.4,1/27/20
3103,Chhattisgarh,WR,22.09042035,82.15998734,27/01/2020,71.7,1/27/20
3104,Gujarat,WR,22.2587,71.1924,27/01/2020,330.3,1/27/20
3105,MP,WR,21.30039105,76.13001949,27/01/2020,248.2,1/27/20
3106,Maharashtra,WR,19.25023195,73.16017493,27/01/2020,437.4,1/27/20
3107,Goa,WR,15.491997,73.81800065,27/01/2020,12.4,1/27/20
3108,DNH,WR,20.26657819,73.0166178,27/01/2020,18.2,1/27/20
3109,Andhra Pradesh,SR,14.7504291,78.57002559,27/01/2020,151.6,1/27/20
3110,Telangana,SR,18.1124,79.0193,27/01/2020,157.3,1/27/20
3111,Karnataka,SR,12.57038129,76.91999711,27/01/2020,167.4,1/27/20
3112,Kerala,SR,8.900372741,76.56999263,27/01/2020,70,1/27/20
3113,Tamil Nadu,SR,12.92038576,79.15004187,27/01/2020,230.6,1/27/20
3114,Pondy,SR,11.93499371,79.83000037,27/01/2020,6.4,1/27/20
3115,Bihar,ER,25.78541445,87.4799727,27/01/2020,65.3,1/27/20
3116,Jharkhand,ER,23.80039349,86.41998572,27/01/2020,23.7,1/27/20
3117,Odisha,ER,19.82042971,85.90001746,27/01/2020,85.4,1/27/20
3118,West Bengal,ER,22.58039044,88.32994665,27/01/2020,108.5,1/27/20
3119,Sikkim,ER,27.3333303,88.6166475,27/01/2020,1.5,1/27/20
3120,Arunachal Pradesh,NER,27.10039878,93.61660071,27/01/2020,2.3,1/27/20
3121,Assam,NER,26.7499809,94.21666744,27/01/2020,23.4,1/27/20
3122,Manipur,NER,24.79997072,93.95001705,27/01/2020,2.4,1/27/20
3123,NER Meghalaya,NER,25.57049217,91.8800142,27/01/2020,6,1/27/20
3124,Mizoram,NER,23.71039899,92.72001461,27/01/2020,1.6,1/27/20
3125,Nagaland,NER,25.6669979,94.11657019,27/01/2020,2.2,1/27/20
3126,Tripura,NER,23.83540428,91.27999914,27/01/2020,2.6,1/27/20
3127,ALL INDIA TOTAL,,,,27/01/2020,3126.7,1/27/20
3128,Punjab,NR,31.51997398,75.98000281,28/01/2020,102.1,1/28/20
3129,Haryana,NR,28.45000633,77.01999101,28/01/2020,115.8,1/28/20
3130,Rajasthan,NR,26.44999921,74.63998124,28/01/2020,217.5,1/28/20
3131,Delhi,NR,28.6699929,77.23000403,28/01/2020,62.5,1/28/20
3132,NR UP,NR,27.59998069,78.05000565,28/01/2020,239.9,1/28/20
3133,Uttarakhand,NR,30.32040895,78.05000565,28/01/2020,35,1/28/20
3134,HP,NR,31.10002545,77.16659704,28/01/2020,28.4,1/28/20
3135,J&K,NR,33.45,76.24,28/01/2020,44.4,1/28/20
3136,Chandigarh,NR,30.71999697,76.78000565,28/01/2020,3.5,1/28/20
3137,Chhattisgarh,WR,22.09042035,82.15998734,28/01/2020,71.9,1/28/20
3138,Gujarat,WR,22.2587,71.1924,28/01/2020,331.3,1/28/20
3139,MP,WR,21.30039105,76.13001949,28/01/2020,250.3,1/28/20
3140,Maharashtra,WR,19.25023195,73.16017493,28/01/2020,439.8,1/28/20
3141,Goa,WR,15.491997,73.81800065,28/01/2020,12.4,1/28/20
3142,DNH,WR,20.26657819,73.0166178,28/01/2020,18.5,1/28/20
3143,Andhra Pradesh,SR,14.7504291,78.57002559,28/01/2020,152.6,1/28/20
3144,Telangana,SR,18.1124,79.0193,28/01/2020,156,1/28/20
3145,Karnataka,SR,12.57038129,76.91999711,28/01/2020,165,1/28/20
3146,Kerala,SR,8.900372741,76.56999263,28/01/2020,69.8,1/28/20
3147,Tamil Nadu,SR,12.92038576,79.15004187,28/01/2020,242.5,1/28/20
3148,Pondy,SR,11.93499371,79.83000037,28/01/2020,6.5,1/28/20
3149,Bihar,ER,25.78541445,87.4799727,28/01/2020,66.1,1/28/20
3150,Jharkhand,ER,23.80039349,86.41998572,28/01/2020,23.6,1/28/20
3151,Odisha,ER,19.82042971,85.90001746,28/01/2020,86,1/28/20
3152,West Bengal,ER,22.58039044,88.32994665,28/01/2020,110.9,1/28/20
3153,Sikkim,ER,27.3333303,88.6166475,28/01/2020,1.7,1/28/20
3154,Arunachal Pradesh,NER,27.10039878,93.61660071,28/01/2020,2.3,1/28/20
3155,Assam,NER,26.7499809,94.21666744,28/01/2020,22,1/28/20
3156,Manipur,NER,24.79997072,93.95001705,28/01/2020,2.3,1/28/20
3157,NER Meghalaya,NER,25.57049217,91.8800142,28/01/2020,6,1/28/20
3158,Mizoram,NER,23.71039899,92.72001461,28/01/2020,1.7,1/28/20
3159,Nagaland,NER,25.6669979,94.11657019,28/01/2020,2.2,1/28/20
3160,Tripura,NER,23.83540428,91.27999914,28/01/2020,3.4,1/28/20
3161,ALL INDIA TOTAL,,,,28/01/2020,3166.5,1/28/20
3162,Punjab,NR,31.51997398,75.98000281,29/01/2020,107.9,1/29/20
3163,Haryana,NR,28.45000633,77.01999101,29/01/2020,118.6,1/29/20
3164,Rajasthan,NR,26.44999921,74.63998124,29/01/2020,220.4,1/29/20
3165,Delhi,NR,28.6699929,77.23000403,29/01/2020,62.6,1/29/20
3166,NR UP,NR,27.59998069,78.05000565,29/01/2020,245,1/29/20
3167,Uttarakhand,NR,30.32040895,78.05000565,29/01/2020,35.4,1/29/20
3168,HP,NR,31.10002545,77.16659704,29/01/2020,29.6,1/29/20
3169,J&K,NR,33.45,76.24,29/01/2020,45.3,1/29/20
3170,Chandigarh,NR,30.71999697,76.78000565,29/01/2020,3.2,1/29/20
3171,Chhattisgarh,WR,22.09042035,82.15998734,29/01/2020,71.5,1/29/20
3172,Gujarat,WR,22.2587,71.1924,29/01/2020,330.8,1/29/20
3173,MP,WR,21.30039105,76.13001949,29/01/2020,251.9,1/29/20
3174,Maharashtra,WR,19.25023195,73.16017493,29/01/2020,445.8,1/29/20
3175,Goa,WR,15.491997,73.81800065,29/01/2020,12.4,1/29/20
3176,DNH,WR,20.26657819,73.0166178,29/01/2020,18.8,1/29/20
3177,Andhra Pradesh,SR,14.7504291,78.57002559,29/01/2020,153.2,1/29/20
3178,Telangana,SR,18.1124,79.0193,29/01/2020,165.9,1/29/20
3179,Karnataka,SR,12.57038129,76.91999711,29/01/2020,172.9,1/29/20
3180,Kerala,SR,8.900372741,76.56999263,29/01/2020,70.2,1/29/20
3181,Tamil Nadu,SR,12.92038576,79.15004187,29/01/2020,251.7,1/29/20
3182,Pondy,SR,11.93499371,79.83000037,29/01/2020,6.5,1/29/20
3183,Bihar,ER,25.78541445,87.4799727,29/01/2020,65.1,1/29/20
3184,Jharkhand,ER,23.80039349,86.41998572,29/01/2020,23.8,1/29/20
3185,Odisha,ER,19.82042971,85.90001746,29/01/2020,79.4,1/29/20
3186,West Bengal,ER,22.58039044,88.32994665,29/01/2020,110.1,1/29/20
3187,Sikkim,ER,27.3333303,88.6166475,29/01/2020,1.7,1/29/20
3188,Arunachal Pradesh,NER,27.10039878,93.61660071,29/01/2020,2.1,1/29/20
3189,Assam,NER,26.7499809,94.21666744,29/01/2020,22.2,1/29/20
3190,Manipur,NER,24.79997072,93.95001705,29/01/2020,2.5,1/29/20
3191,NER Meghalaya,NER,25.57049217,91.8800142,29/01/2020,6,1/29/20
3192,Mizoram,NER,23.71039899,92.72001461,29/01/2020,1.7,1/29/20
3193,Nagaland,NER,25.6669979,94.11657019,29/01/2020,2.2,1/29/20
3194,Tripura,NER,23.83540428,91.27999914,29/01/2020,3.3,1/29/20
3195,ALL INDIA TOTAL,,,,29/01/2020,3212.5,1/29/20
3196,Punjab,NR,31.51997398,75.98000281,30/01/2020,112,1/30/20
3197,Haryana,NR,28.45000633,77.01999101,30/01/2020,119.4,1/30/20
3198,Rajasthan,NR,26.44999921,74.63998124,30/01/2020,222.7,1/30/20
3199,Delhi,NR,28.6699929,77.23000403,30/01/2020,63.5,1/30/20
3200,NR UP,NR,27.59998069,78.05000565,30/01/2020,250.4,1/30/20
3201,Uttarakhand,NR,30.32040895,78.05000565,30/01/2020,35.3,1/30/20
3202,HP,NR,31.10002545,77.16659704,30/01/2020,29.9,1/30/20
3203,J&K,NR,33.45,76.24,30/01/2020,46.4,1/30/20
3204,Chandigarh,NR,30.71999697,76.78000565,30/01/2020,3.5,1/30/20
3205,Chhattisgarh,WR,22.09042035,82.15998734,30/01/2020,73.1,1/30/20
3206,Gujarat,WR,22.2587,71.1924,30/01/2020,336.3,1/30/20
3207,MP,WR,21.30039105,76.13001949,30/01/2020,253.1,1/30/20
3208,Maharashtra,WR,19.25023195,73.16017493,30/01/2020,449.6,1/30/20
3209,Goa,WR,15.491997,73.81800065,30/01/2020,12.4,1/30/20
3210,DNH,WR,20.26657819,73.0166178,30/01/2020,18.9,1/30/20
3211,Andhra Pradesh,SR,14.7504291,78.57002559,30/01/2020,156.4,1/30/20
3212,Telangana,SR,18.1124,79.0193,30/01/2020,172.5,1/30/20
3213,Karnataka,SR,12.57038129,76.91999711,30/01/2020,174.5,1/30/20
3214,Kerala,SR,8.900372741,76.56999263,30/01/2020,69.8,1/30/20
3215,Tamil Nadu,SR,12.92038576,79.15004187,30/01/2020,254.2,1/30/20
3216,Pondy,SR,11.93499371,79.83000037,30/01/2020,6.7,1/30/20
3217,Bihar,ER,25.78541445,87.4799727,30/01/2020,66.2,1/30/20
3218,Jharkhand,ER,23.80039349,86.41998572,30/01/2020,24.4,1/30/20
3219,Odisha,ER,19.82042971,85.90001746,30/01/2020,75.1,1/30/20
3220,West Bengal,ER,22.58039044,88.32994665,30/01/2020,110.4,1/30/20
3221,Sikkim,ER,27.3333303,88.6166475,30/01/2020,1.6,1/30/20
3222,Arunachal Pradesh,NER,27.10039878,93.61660071,30/01/2020,2.1,1/30/20
3223,Assam,NER,26.7499809,94.21666744,30/01/2020,21.5,1/30/20
3224,Manipur,NER,24.79997072,93.95001705,30/01/2020,2.3,1/30/20
3225,NER Meghalaya,NER,25.57049217,91.8800142,30/01/2020,5.9,1/30/20
3226,Mizoram,NER,23.71039899,92.72001461,30/01/2020,1.8,1/30/20
3227,Nagaland,NER,25.6669979,94.11657019,30/01/2020,2.2,1/30/20
3228,Tripura,NER,23.83540428,91.27999914,30/01/2020,3.4,1/30/20
3229,ALL INDIA TOTAL,,,,30/01/2020,3251.6,1/30/20
3230,Punjab,NR,31.51997398,75.98000281,31/01/2020,114,1/31/20
3231,Haryana,NR,28.45000633,77.01999101,31/01/2020,121.6,1/31/20
3232,Rajasthan,NR,26.44999921,74.63998124,31/01/2020,225.4,1/31/20
3233,Delhi,NR,28.6699929,77.23000403,31/01/2020,65,1/31/20
3234,NR UP,NR,27.59998069,78.05000565,31/01/2020,249.4,1/31/20
3235,Uttarakhand,NR,30.32040895,78.05000565,31/01/2020,36.1,1/31/20
3236,HP,NR,31.10002545,77.16659704,31/01/2020,30.4,1/31/20
3237,J&K,NR,33.45,76.24,31/01/2020,45.9,1/31/20
3238,Chandigarh,NR,30.71999697,76.78000565,31/01/2020,3.6,1/31/20
3239,Chhattisgarh,WR,22.09042035,82.15998734,31/01/2020,72.8,1/31/20
3240,Gujarat,WR,22.2587,71.1924,31/01/2020,331.9,1/31/20
3241,MP,WR,21.30039105,76.13001949,31/01/2020,253.3,1/31/20
3242,Maharashtra,WR,19.25023195,73.16017493,31/01/2020,441.9,1/31/20
3243,Goa,WR,15.491997,73.81800065,31/01/2020,12.5,1/31/20
3244,DNH,WR,20.26657819,73.0166178,31/01/2020,18.7,1/31/20
3245,Andhra Pradesh,SR,14.7504291,78.57002559,31/01/2020,156,1/31/20
3246,Telangana,SR,18.1124,79.0193,31/01/2020,181.5,1/31/20
3247,Karnataka,SR,12.57038129,76.91999711,31/01/2020,179.9,1/31/20
3248,Kerala,SR,8.900372741,76.56999263,31/01/2020,68.7,1/31/20
3249,Tamil Nadu,SR,12.92038576,79.15004187,31/01/2020,257.7,1/31/20
3250,Pondy,SR,11.93499371,79.83000037,31/01/2020,6.6,1/31/20
3251,Bihar,ER,25.78541445,87.4799727,31/01/2020,67.6,1/31/20
3252,Jharkhand,ER,23.80039349,86.41998572,31/01/2020,23.8,1/31/20
3253,Odisha,ER,19.82042971,85.90001746,31/01/2020,75.8,1/31/20
3254,West Bengal,ER,22.58039044,88.32994665,31/01/2020,110.8,1/31/20
3255,Sikkim,ER,27.3333303,88.6166475,31/01/2020,1.7,1/31/20
3256,Arunachal Pradesh,NER,27.10039878,93.61660071,31/01/2020,2.2,1/31/20
3257,Assam,NER,26.7499809,94.21666744,31/01/2020,22.6,1/31/20
3258,Manipur,NER,24.79997072,93.95001705,31/01/2020,2.4,1/31/20
3259,NER Meghalaya,NER,25.57049217,91.8800142,31/01/2020,6,1/31/20
3260,Mizoram,NER,23.71039899,92.72001461,31/01/2020,1.8,1/31/20
3261,Nagaland,NER,25.6669979,94.11657019,31/01/2020,2.2,1/31/20
3262,Tripura,NER,23.83540428,91.27999914,31/01/2020,3.9,1/31/20
3263,ALL INDIA TOTAL,,,,31/01/2020,3268.9,1/31/20
3264,Punjab,NR,31.51997398,75.98000281,1/2/20,113.8,2/1/20
3265,Haryana,NR,28.45000633,77.01999101,1/2/20,120.5,2/1/20
3266,Rajasthan,NR,26.44999921,74.63998124,1/2/20,223.2,2/1/20
3267,Delhi,NR,28.6699929,77.23000403,1/2/20,62,2/1/20
3268,NR UP,NR,27.59998069,78.05000565,1/2/20,248.3,2/1/20
3269,Uttarakhand,NR,30.32040895,78.05000565,1/2/20,35,2/1/20
3270,HP,NR,31.10002545,77.16659704,1/2/20,30,2/1/20
3271,J&K,NR,33.45,76.24,1/2/20,46.4,2/1/20
3272,Chandigarh,NR,30.71999697,76.78000565,1/2/20,3.4,2/1/20
3273,Chhattisgarh,WR,22.09042035,82.15998734,1/2/20,72.5,2/1/20
3274,Gujarat,WR,22.2587,71.1924,1/2/20,325.8,2/1/20
3275,MP,WR,21.30039105,76.13001949,1/2/20,255.1,2/1/20
3276,Maharashtra,WR,19.25023195,73.16017493,1/2/20,434.6,2/1/20
3277,Goa,WR,15.491997,73.81800065,1/2/20,12.3,2/1/20
3278,DNH,WR,20.26657819,73.0166178,1/2/20,18.6,2/1/20
3279,Andhra Pradesh,SR,14.7504291,78.57002559,1/2/20,155,2/1/20
3280,Telangana,SR,18.1124,79.0193,1/2/20,181.7,2/1/20
3281,Karnataka,SR,12.57038129,76.91999711,1/2/20,177.1,2/1/20
3282,Kerala,SR,8.900372741,76.56999263,1/2/20,69.8,2/1/20
3283,Tamil Nadu,SR,12.92038576,79.15004187,1/2/20,250.4,2/1/20
3284,Pondy,SR,11.93499371,79.83000037,1/2/20,6.7,2/1/20
3285,Bihar,ER,25.78541445,87.4799727,1/2/20,66.8,2/1/20
3286,Jharkhand,ER,23.80039349,86.41998572,1/2/20,23.8,2/1/20
3287,Odisha,ER,19.82042971,85.90001746,1/2/20,74,2/1/20
3288,West Bengal,ER,22.58039044,88.32994665,1/2/20,114.1,2/1/20
3289,Sikkim,ER,27.3333303,88.6166475,1/2/20,1.7,2/1/20
3290,Arunachal Pradesh,NER,27.10039878,93.61660071,1/2/20,2.3,2/1/20
3291,Assam,NER,26.7499809,94.21666744,1/2/20,21.5,2/1/20
3292,Manipur,NER,24.79997072,93.95001705,1/2/20,2.2,2/1/20
3293,NER Meghalaya,NER,25.57049217,91.8800142,1/2/20,6,2/1/20
3294,Mizoram,NER,23.71039899,92.72001461,1/2/20,1.8,2/1/20
3295,Nagaland,NER,25.6669979,94.11657019,1/2/20,2.2,2/1/20
3296,Tripura,NER,23.83540428,91.27999914,1/2/20,3.7,2/1/20
3297,ALL INDIA TOTAL,,,,1/2/20,3235.3,2/1/20
3298,Punjab,NR,31.51997398,75.98000281,2/2/20,108.5,2/2/20
3299,Haryana,NR,28.45000633,77.01999101,2/2/20,109,2/2/20
3300,Rajasthan,NR,26.44999921,74.63998124,2/2/20,219.8,2/2/20
3301,Delhi,NR,28.6699929,77.23000403,2/2/20,59.3,2/2/20
3302,NR UP,NR,27.59998069,78.05000565,2/2/20,242.3,2/2/20
3303,Uttarakhand,NR,30.32040895,78.05000565,2/2/20,32.1,2/2/20
3304,HP,NR,31.10002545,77.16659704,2/2/20,26.4,2/2/20
3305,J&K,NR,33.45,76.24,2/2/20,45.4,2/2/20
3306,Chandigarh,NR,30.71999697,76.78000565,2/2/20,3.1,2/2/20
3307,Chhattisgarh,WR,22.09042035,82.15998734,2/2/20,73,2/2/20
3308,Gujarat,WR,22.2587,71.1924,2/2/20,312,2/2/20
3309,MP,WR,21.30039105,76.13001949,2/2/20,252.3,2/2/20
3310,Maharashtra,WR,19.25023195,73.16017493,2/2/20,421.6,2/2/20
3311,Goa,WR,15.491997,73.81800065,2/2/20,12.3,2/2/20
3312,DNH,WR,20.26657819,73.0166178,2/2/20,18.2,2/2/20
3313,Andhra Pradesh,SR,14.7504291,78.57002559,2/2/20,150.3,2/2/20
3314,Telangana,SR,18.1124,79.0193,2/2/20,175.6,2/2/20
3315,Karnataka,SR,12.57038129,76.91999711,2/2/20,169.7,2/2/20
3316,Kerala,SR,8.900372741,76.56999263,2/2/20,64.7,2/2/20
3317,Tamil Nadu,SR,12.92038576,79.15004187,2/2/20,229,2/2/20
3318,Pondy,SR,11.93499371,79.83000037,2/2/20,6.2,2/2/20
3319,Bihar,ER,25.78541445,87.4799727,2/2/20,67.6,2/2/20
3320,Jharkhand,ER,23.80039349,86.41998572,2/2/20,24.3,2/2/20
3321,Odisha,ER,19.82042971,85.90001746,2/2/20,73.8,2/2/20
3322,West Bengal,ER,22.58039044,88.32994665,2/2/20,107.6,2/2/20
3323,Sikkim,ER,27.3333303,88.6166475,2/2/20,1.4,2/2/20
3324,Arunachal Pradesh,NER,27.10039878,93.61660071,2/2/20,2.1,2/2/20
3325,Assam,NER,26.7499809,94.21666744,2/2/20,21.1,2/2/20
3326,Manipur,NER,24.79997072,93.95001705,2/2/20,2.5,2/2/20
3327,NER Meghalaya,NER,25.57049217,91.8800142,2/2/20,6.1,2/2/20
3328,Mizoram,NER,23.71039899,92.72001461,2/2/20,1.7,2/2/20
3329,Nagaland,NER,25.6669979,94.11657019,2/2/20,2.2,2/2/20
3330,Tripura,NER,23.83540428,91.27999914,2/2/20,3.5,2/2/20
